Description,No,Barcode,Serial Number,Status,Second,Cost
PANASONIC DIGITAL TELEPHONE,44,1005522,,ACTIVE,Acquired,6000.0
PANASONIC FAX MACHINE-OM01222,133,1006253,KXFP156CX,ACTIVE,Current,27490.0
PANASONIC FRIDGE,104,1001863,13030030,ACTIVE,Current,32000.0
PANASONIC OFFICE PHONE,134,1001576,KXT2373MXW,ACTIVE,Current,6000.0
PANASONIC OFFICE TELEPHONE,135,1002007,,ACTIVE,Acquired,6000.0
PANASONIC PHONE,136,1003954,KXNT321,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE,138,1003663,4LAQE014580,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE 0163,152,1001801,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE 0774,153,1001604,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE 350,154,1001774,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE KX-NT321,52,1005764,0JBCE007897,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE MODEL KX-NT343,155,1003402,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE MODEL KX-NT343X-B,156,1003572,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE MODEL: KX-FM131,54,1005082,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE MODEL:KX-NT321X-B,157,1006486,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE MODEL:KX-NT343,56,1005048,,ACTIVE,Acquired,6000.0
PANDASONIC OFFICE TELEPHONE MODEL KX-T515M,158,1001984,,ACTIVE,Acquired,6000.0
PANDASONIC OFFICE TELEPHONE MODEL: KX-NT343,159,1001046,,ACTIVE,Acquired,6000.0
PANDASONIC OFFICE TELEPHONE MODEL: KX-TS328,160,1001069,,ACTIVE,Acquired,6000.0
PANDASONIC OFFICE TELEPHONE MODEL:MIC,161,1001047,,ACTIVE,Acquired,6000.0
PANDASONIC TELEPHONE KX-NT343,162,1000117,,ACTIVE,Acquired,6000.0
PAPER CUTTER,22,1003123,,ACTIVE,Current,7000.0
PAPER SHREDDER - FELLOWES-OM00226,64,1003565,225CI,ACTIVE,Current,18480.0
PAPER SHREDDER MODEL CC1840-OM02372,65,1001049,CC180110500045,ACTIVE,Current,26180.0
PAPER SHREDDER P-35C-OM00227,211,1006234,,ACTIVE,Current,20944.0
PAPER SHREDDER(PAPER MONSTER),33,1006925,68790Z-04692-U,ACTIVE,Current,18480.0
PARTICAL AGGLUTINATOR,49,1000844,06Y5677,ACTIVE,0.00,
PASSBOX - AIRTECH,51,1000867,G252240501,ACTIVE,0.00,
PATIENT COUCH,34,1008693,,ACTIVE,Current,9000.0
PATIENT COUCH-PRICE ESTIMATE,138,1006639,,ACTIVE,Current,12000.0
PCR CHAMBER,212,1002691,,,ACTIVE,0.0
PCR MODEL PTC-100(PROGRAMMABLE THERMAL C,213,1002584,,,ACTIVE,0.0
PCR SYSTEM,50,1006063,80556070444,ACTIVE,Current,1155000.0
PCR SYSTEM 9700 GENE AMP,214,1002495,80553121895,ACTIVE,Current,585000.0
PCR SYSTEM 9700-GENE AMP,215,1002494,80555071126,ACTIVE,Current,585000.0
PCR SYSTEM MODEL 2400,216,1002641,8035004200NS0040312,,ACTIVE,0.0
PCR SYSTEM MODEL 9700,217,1002642,805S2150914,,ACTIVE,0.0
PCR SYSTEM MODEL 9700P,218,1002058,80552030295,,ACTIVE,0.0
PCR SYSTEM MODEL N805200,219,1002059,80554041920,,ACTIVE,0.0
PCR SYSTEM(THERMOCYCLER) MODEL 9700,220,1002640,N805020U,ACTIVE,Current,83904.0
PCR THERMAL CYCLER MODEL TP2000,221,1003285,P20046,,OBSOLETE,0.0
PCR THERMO CYCLER MODEL GENE AMP 9700-OM0,222,1003307,80551091546,ACTIVE,Current,443956.0
PCR THERMOCYCLER,48,1004615,N20448,ACTIVE,Current,83904.0
PERIMATIC GP-JENCONS,49,1004552,AVEGP,ACTIVE,Current,156000.0
PFG MACHINE CHEF DR SYSTEM,50,1004498,,,ACTIVE,0.0
PH METER ELECTRODE GST-5731C 4PCS-SALVG(1998,223,1002962,505G-J,ACTIVE,Current,12000.0
PH METER HM 25G(DKK TOA CORP JAPAN)-SALVG(1,224,1002905,514975,ACTIVE,Current,12000.0
PH METER MF:BECKMAN COULTER MD: PHI510,38,1008556,101250009,ACTIVE,Current,12000.0
PH METER MICRO PROCESSOR MODEL 211-SALVG(1,225,1002653,,ACTIVE,Current,12000.0
PH METER MODEL HANNA-SALVG(1998),226,1002065,5109954,ACTIVE,Current,12000.0
PH METER MODEL:VWR-SALVG(1998),227,1000145,006112,ACTIVE,Current,12000.0
PH METER PHM 300(FISCHER SCIENTIFIC)-SALVG(199,228,1002839,AB92316041,ACTIVE,Current,12000.0
PH METER-SALVG(1998),52,1000907,514967,ACTIVE,Current,12000.0
PHARMACEUTICAL REFIGERATOR,231,1001331,402722,ACTIVE,Current,32000.0
PHARMACEUTICAL REFRIGERATOR MODEL SANYO,105,1003054,,ACTIVE,Current,32000.0
PHARMACEUTICAL REFRIGERATOR SANYU,106,1000149,402723,ACTIVE,Current,32000.0
PHASE CONTRAST MICROSCOPE TE200-S(NIKON),79,1002809,550834,ACTIVE,Current,158861.0
PHASER 3635MFP PHOTOCOPY-OM02371,2,1004980,3968734023,ACTIVE,Current,133092.96
PHILIPS MONITOR,68,1008251,HPLE190W,ACTIVE,Current,9000.0
PHOTOCOPIER - KYOCERA TASKALFA 180,4,1006837,1102KL3NL0,ACTIVE,Current,25000.0
PHOTOCOPIER MACHINE KYOCERA 9098-OM02440,1,1001655,,ACTIVE,Current,95040.0
PHOTOCOPY MACHINE MODEL AFICIO 2016-OM02,2,1003025,K8166320772,ACTIVE,Current,239216.56
PHOTOCOPY MACHINE MODEL DC-1415,3,1003026,199309,ACTIVE,Current,120000.0
PHOTOCOPY MACHINE MODEL PHASER 3635MFP-O,3,1005141,3968733981,ACTIVE,Current,133092.96
PHOTOCOPY MACHINE MODEL TASKALFA-OM00883,4,1005791,090890-11,ACTIVE,Current,40860.0
PHOTOCOPY MACHINE MODEL: AFICIO 1113-OM02,4,1005119,,ACTIVE,Current,239216.56
PHOTOCOPY MACHINE(ECOSYS)-OM01539,5,1004005,FS-6525MFP,ACTIVE,Current,40860.0
PHOTOCOPYING MACHINE,5,1007024,L6886161620,ACTIVE,Current,77000.0
PHOTOCOPYING MACHINE - XEROX,1,1008162,3968734880,ACTIVE,Current,459000.0
PHOTOCOPYING MACHINE MODEL:XEROX,5,1005118,,OBSOLETE,Current,459000.0
PHOTOCOPYING MACHINE-OM02440,6,1002193,DC2130,ACTIVE,Current,77000.0
PIMA CD4 COUNTER MF: INVERNESS MEDICAL,39,1008246,PIMA-D-000171,ACTIVE,,
PIPET WASHER AW31-OM02331,233,1002291,,ACTIVE,Current,606735.36
PIPETTE - PIPETMUN NEO,40,1008258,Y536022,ACTIVE,Current,5000.0
PIPETTE MF: PIPETMUN NEO,41,1008257,CG59236,ACTIVE,Current,5000.0
PLASTIC CHAIR,199,1008107,,ACTIVE,Current,1000.0
PLASTIC CHAIRS,974,1000051,,ACTIVE,Current,1000.0
PLASTIC SEAT,239,1007970,,ACTIVE,Current,9000.0
PLASTIC STOOL KENSTOOL-ESTIMATE,13,1005672,,ACTIVE,Current,1000.0
PLASTIC STOOL MODEL:KENSTOOL,16,1005671,,,ACTIVE,0.0
PLATE READER-OM02330,51,1001891,3550905035,ACTIVE,Current,708744.96
POLARIMETER MODEL:D2 S& BELLINGHAM,52,1006758,R 84094,,ACTIVE,0.0
PORTA WASHER MACHINE MODEL:TG116,237,1006405,316181,ACTIVE,Current,65000.0
PORTABLE DEHUMIDIFIER,235,1000843,10066CFM40E,,ACTIVE,0.0
PORTABLE HOOD,53,1007636,V-778,ACTIVE,Current,12000.0
PORTABLE OXYGEN TROLLEY,139,1000131,,ACTIVE,Current,6000.0
PORTABLE X-RAY MACHINE MODEL: MD100P-OM006,236,1000196,6230136,ACTIVE,Current,91630.0
PORTRAIT,140,1003657,,,ACTIVE,0.0
POSTMORTEM TABLE MODEL KA-DB7,237,1001295,,,ACTIVE,0.0
POTATO CHEEPER + STAND,141,1000776,,,ACTIVE,0.0
POWER ADAPTER -PRICE ESTIMATE,68,1002992,1020504,ACTIVE,Current,5000.0
POWER ADAPTER(NIKON)-PRICE ESTIMATE-PRICE EST,69,1002981,2024319,ACTIVE,Current,5000.0
POWER PAC MODEL:300 BIORAD,78,1006737,283BRO8791,,ACTIVE,0.0
POWER REGULATOR FOR MICROSCOPE 136,82,1003287,,,ACTIVE,0.0
POWER SAW GREAT CAPTAIN,53,1000340,493431,ACTIVE,0.00,
POWER SUPPLY,79,1006755,245319,ACTIVE,Current,19963.68
POWER SUPPLY LIFE TECHNOLOGIES,34,1007870,9A040009-2,ACTIVE,,
POWER SUPPLY MODEL CONSORT,82,1003304,032006,ACTIVE,Current,19963.68
POWER SUPPLY(PARAGON) MODEL:6558 BECKMAN,83,1006739,3232,ACTIVE,Current,19963.68
POWER SUPPLY(PHARMACUA) MODEL LBK.ECPS 300,238,1002590,,ACTIVE,Current,19963.68
POWERPACK(ELECTROPHORESIS) MODEL:GPD 1700,53,1006698,55855,ACTIVE,Current,21318.0
PRECISION WATER SYSTEM,54,1000917,45751300269,ACTIVE,0.00,
PREFAB OFFICE BLOCK,8,1006815,,ACTIVE,Current,4106660.0
PRINTER,113,1004035,CN-C95C5D7N,ACTIVE,Current,25000.0
PRINTER - RICOH,115,1003672,MP2352SP,ACTIVE,Current,25000.0
PRINTER HP LASERJET P2055D MODEL: BIOSB-0801-00,23,1008383,VNC3B63503,ACTIVE,Current,7865.0
PRINTER I-SENSYS MF4690PL,36,1006927,WBB02147,ACTIVE,,
PRINTER IBM INFOPRINT 1145,116,1002211,TD0140,ACTIVE,Current,25000.0
PRINTER KYOCERA,118,1003553,KM8030,ACTIVE,Current,25000.0
PRINTER MACHINE MODEL AFICIO 1600,34,1005507,L6867264372,ACTIVE,Current,25000.0
PRINTER MACHINE MODEL: XEROX,120,1006411,3968734899,ACTIVE,Current,25000.0
PRINTER MODEL 1145,121,1001892,,,ACTIVE,0.0
PRINTER MODEL KM-2560,122,1002025,QBF9727496,ACTIVE,Current,25000.0
PRINTER MODEL WORK CENTRE PRO 420,123,1001931,050E20841NDD-3500659237,,ACTIVE,0.0
PROCUREMENT BLOCK,18,1006786,,ACTIVE,Current,1718313.0
PRODUCTION UNIT BLOCK,19,1006780,,ACTIVE,Current,57104188.0
PROJECT(OR?) BOARD MODEL KOKUYU BB-VR134W,142,1001915,,,ACTIVE,0.0
PROJECTOR,31,1003643,,ACTIVE,Current,35000.0
PROJECTOR MODEL EPSON,8,1004826,NNAF0Y2832L,ACTIVE,Current,35000.0
PROJECTOR MODEL: VPL-EX100,50,1008493,SO1-5180353-B,ACTIVE,Current,35000.0
PROJECTOR SONY VPL-EX100-OM02473,32,1006247,5181439,ACTIVE,Current,92194.67
PROJECTOR SONY-OM02473,9,1004987,5180314,ACTIVE,Current,92194.67
PROLINE,239,1000160,DJ14909,ACTIVE,0.00,
PULMONARY FUNCTION UNIT(KNH),9,1006810,,ACTIVE,Current,3838646.4
PULSE GENERATOR MODEL 191,84,1000417,E7150264,,ACTIVE,0.0
PULSE GENERATOR MODEL:20,85,1000418,6650483,,ACTIVE,0.0
PUMP HITACHI 1-600-OM02015,18,1004995,,ACTIVE,Current,8360.0
PUMP HOUSE,7,1008791,,ACTIVE,Current,689000.0
PUMP HOUSE CARETAKER'S HOUSE,8,1008790,,ACTIVE,Current,650000.0
QUALITY CONTROL BLOCK,20,1006787,,ACTIVE,Current,1912839.0
QUICKTEL TELEPHONE,57,1005491,,ACTIVE,Acquired,6000.0
RACAL SERVER CABINET,63,1008474,CZ310795A4,ACTIVE,,
RAMTONS FAN,13,1008160,,ACTIVE,Current,5000.0
READING BALANCE(SHIMADZU) MODEL L-200SM-OM,240,1002549,,ACTIVE,Current,13501.0
REALTIME CPR SYSTEM,54,1006061,NA06883,,ACTIVE,0.0
RECEIPTION DESK - FF01807,1,1004320,,ACTIVE,Current,61578.36
RECEPTION TABLE,238,1001675,,,ACTIVE,0.0
RECTILINEAR MODEL:810920201 MFG:BIOSCIENCE,55,1006763,5904-45,,ACTIVE,0.0
REFLOTER,56,1006702,0044913,,ACTIVE,0.0
REFLOTRON (C. ANALYSER) MFG:GMBH,57,1006771,,,ACTIVE,0.0
REFRACTOMETER MFG:S & BELIINGHAM-OM02333,58,1006760,A86091,ACTIVE,Current,130394.88
REFRIDGERATOR MODEL CA19DL,107,1003356,E46010,ACTIVE,Current,32000.0
REFRIDGERATOR MODEL GTW0042,108,1003359,K01D114,ACTIVE,Current,32000.0
REFRIDGERATOR MODEL LG STABILIZER,109,1003357,MEZ64816601,ACTIVE,Current,32000.0
REFRIGERATED CENTRIFUGE MF:TOMY MODEL: AX-3,44,1008541,4839008,ACTIVE,Current,16711.2
REFRIGERATED INCUBATOR SHAKER MODEL 4230,241,1002552,600918750,ACTIVE,0.00,
REFRIGERATION FREEZER MODEL 6155314110,110,1002561,AU100313,ACTIVE,Current,180000.0
REFRIGERATOR,111,1002682,R7024PAD800109H,ACTIVE,Current,32000.0
REFRIGERATOR (COOL MASTER),112,1002075,,ACTIVE,Current,32000.0
REFRIGERATOR (SANYO),113,1002699,,ACTIVE,Current,32000.0
REFRIGERATOR - SANYO,10,1008534,,ACTIVE,Current,32000.0
REFRIGERATOR BOSCH-OM02497,114,1006747,JTK0042,ACTIVE,Current,89540.0
REFRIGERATOR ELECTROLUX,115,1003683,TEW1152,NOT WORKING,Current,32000.0
REFRIGERATOR FREEZER MODEL GR 712DEQF,116,1003360,002KR00004,ACTIVE,Current,32000.0
REFRIGERATOR HITACHI R-628M,39,1004518,,ACTIVE,Current,32000.0
REFRIGERATOR LASEC SA MODEL: FKG371,11,1008240,20084117395,ACTIVE,Current,32000.0
REFRIGERATOR LG-OM02485,117,1006706,,ACTIVE,Current,24027.0
REFRIGERATOR MF: LG,13,1008720,209KR00015,ACTIVE,Current,32000.0
REFRIGERATOR MF: SANYO MD: SR-F48EKWFGS,14,1008729,30600016,ACTIVE,Current,32000.0
REFRIGERATOR MF:SANYO,15,1008719,30600015,ACTIVE,Current,32000.0
REFRIGERATOR SANYO,118,1002270,30404664,ACTIVE,Current,32000.0
REFRIGERATOR SANYO(SR-926F)-OM01797,40,1005002,3068304,ACTIVE,Current,37441.8
"REFRIGERATOR, FREEZER AND INCUBATOR-OM02465",119,1001878,80600101,ACTIVE,Current,233640.0
REFRIGERATOR/ FREEZER MONITORING MODEL VEN,120,1002560,C41018J0D149,ACTIVE,Current,180000.0
RESIDENTIAL HOUSES,9,1008787,,ACTIVE,Current,14300000.0
REVERSE OSMOSIS WATER PURIFIER-OM01646,55,1000866,258905,ACTIVE,Scrap value,3951.0
RI LABORATORY BLOCK 1,21,1006805,,ACTIVE,Current,7089392.0
RICOH PRINTER MODEL:SP201N,124,1000154,T543MC01670,ACTIVE,Current,25000.0
RINSING MACHINE 4386,86,1000740,,,ACTIVE,0.0
ROLL MIXER,242,1000166,,ACTIVE,Current,60000.0
ROTARY EVAPORATOR MODEL:RE47 YAMAYO,59,1006750,244,,ACTIVE,0.0
ROTATOR GENE,57,1001835,R110000637,ACTIVE,Current,78000.0
ROTAVAPO MODEL:R114 BUCHI,60,1006728,1001912,,ACTIVE,0.0
ROTAVAPOR WITH WATER BATH MODEL:B480 BUCHI,61,1006729,1000011912,ACTIVE,Current,5329.5
ROTAVAPOR WITH WATER BATH-OM02136,62,1006735,,ACTIVE,Current,5329.5
ROTERY MIXER SRC:GERMANY MODEL:REAX-2,52,1005028,1940,,ACTIVE,0.0
ROTOFIX 32 CENTRIFUGE,243,1000158,D78532,ACTIVE,Current,180000.0
ROTOFIX CENTRIFUGE D-78532(HEHICH ZENTRIFUGE,244,1002840,0009996-01-00,ACTIVE,Current,194219.0
SAFE CUSTODY EQUIPMENT,19,1005384,,,ACTIVE,0.0
SAFE-FF02176,144,1002222,,ACTIVE,Current,26532.0
SAFETY CABINET MF: NK SYSTEM MODEL: VH-1300BH-,18,1008533,1209401-DL12052,ACTIVE,,
SAFETY HOOD(BELLCO GLASS),248,1002607,BH-229,ACTIVE,0.00,
SAKURA SEMI CLEAN BENCH-OM01793,150,1001286,0702121B4,ACTIVE,Current,780450.0
SAMSUNG FRIDGE,121,1003004,25554AFL900122J,ACTIVE,Current,32000.0
SAMSUNG FRIDGE MODEL:SRJ-118,41,1005049,4AFY400284E,ACTIVE,Current,32000.0
SAMSUNG MICROWAVE,6,1005208,,ACTIVE,Current,35000.0
SAMSUNG MONITOR,69,1007754,HA19HCJLC0327-6B,ACTIVE,Current,9000.0
SAMSUNG PRINTER,125,1003253,Z4V7BKCZ602437E,OBSOLETE,Current,25000.0
SAMSUNG REFRIGERATOR,124,1000148,277940A0B00027W,ACTIVE,Current,32000.0
SAMSUNG VACUUM CLEANER MODEL: SC56B0,38,1006842,08818FAD900033M,ACTIVE,,
SAMTRON KEYBOARD,76,1004614,E5XKB512WTH0110,ACTIVE,,0.0
SAMTRON MONITOR,93,1004613,DP15HJEN401571V,,ACTIVE,0.0
SANYO CO2 INCUBATOR MCO-17AIC,249,1002493,20404931,ACTIVE,0.00,
SANYO DEEP FREEZER TROPICAL HIV/FRZ/002-OM019,125,1003679,30809182,ACTIVE,Current,16343.8
SANYO DEEP FREEZER TROPICAL HIV/FRZ/005-OM019,126,1003680,80907244,ACTIVE,Current,16343.8
SANYO DEEP FREEZER TROPICAL HIV/FRZ/006-OM019,127,1003681,80907243,ACTIVE,Current,16343.8
SANYO FAN,39,1007141,3670,ACTIVE,Current,5000.0
SANYO FEEZER SF-C149WWW(SANYO BIOMEDICAL C,250,1002861,40600089,ACTIVE,0.00,
SANYO FREEZER - INCUSAFE-OM01921,128,1002534,,ACTIVE,Current,10659.0
SANYO FREEZER -30C-OM02381,129,1002314,00604971,ACTIVE,Current,19444.0
SANYO FREEZER -40C-OM01948,132,1003687,K0028,NOT WORKING,Current,14212.0
SANYO FRIDGE,16,1008674,08033000812,ACTIVE,Current,32000.0
SANYO MEDICAL FREEZER,136,1002319,VRC03353,ACTIVE,Current,32000.0
SANYO MEDICAL FREEZER -81C-OM01077,138,1003691,ECN005721,ACTIVE,Current,10659.0
SANYO MEDICOOL FRIDGE MPR-311D(H) (SANYO EL,139,1002907,5040948,ACTIVE,Current,148262.0
SANYO MODEL: SF-C18K(W) FRIDGE,17,1006839,0707000023,ACTIVE,Current,25000.0
SANYO REFRIDGERATOR,140,1002434,8050473,ACTIVE,Current,32000.0
SANYO REFRIGERATOR,141,1006322,K05G056,ACTIVE,Current,32000.0
SANYO REFRIGIRATOR MODELSR 1230H,87,1000436,500009,ACTIVE,Current,32000.0
SANYO TELEVISION,14,1008435,,ACTIVE,Current,10000.0
"SANYO TV 21""",88,1003800,DR-29M39,ACTIVE,Current,5000.0
SANYO ULTRA LOW FREEZER MODEL: MDF-U7386S,17,1008267,11070058,ACTIVE,Current,23094.0
SANYO ULTRALOW FREEZER -OM01644,142,1003686,HEP017,ACTIVE,Current,23094.0
SANYO ULTRALOW FREEZER-OM01644,143,1003685,VHF/FZ/006,ACTIVE,Current,23094.0
SANYO ULTRALOW HIV/FRZ/008,251,1003677,20810368,ACTIVE,0.00,
SCANNER EPSON 3170,33,1001750,,ACTIVE,Current,16197.0
SCANNER MODEL CANON,34,1003408,,ACTIVE,Current,5000.0
SCANNER MODEL HP 5590,11,1004964,L1911B,ACTIVE,Current,16720.0
SCINTILLATION ANALYSER MODEL A2100,90,1003290,414944,,ACTIVE,0.0
SCINTILLATION METER MODEL 540,91,1000419,12265,,ACTIVE,0.0
SEAT,379,1005379,,ACTIVE,Current,9000.0
SECRETARY DESK,31,1003618,,,ACTIVE,0.0
SECRETARY SEAT,976,1003617,,ACTIVE,Current,25000.0
SECRETARY TABLE,239,1006459,,ACTIVE,Current,12000.0
SECRETARY TABLE-PRICE ESTIMATE,240,1003600,,ACTIVE,Current,8000.0
SHAKER GRANT,53,1004523,QBT1,,ACTIVE,0.0
SHAKER HC1202,253,1002491,T01998,NOT WORKING,0.00,
SHAKER KR-1N KAYAGAKI,254,1002381,80491,ACTIVE,0.00,
SHAKER MICRO 240A-OM01881,54,1004524,908090,ACTIVE,Scrap value,2842.0
SHAKER MODEL:VP-10B,255,1000146,4401119,ACTIVE,0.00,
SHAKER(FLASK) MODEL:SF1 STUART,63,1006746,1664,,ACTIVE,0.0
SHAKER(TEST TUBE) MODEL:JENCONS MFG:VOSS,64,1006774,TIR4812,,ACTIVE,0.0
SHAKER-OM01920,256,1002390,79219,ACTIVE,Scrap value,4619.0
SHAKING WATER BATH-OM01940,257,1001886,1318031-15,ACTIVE,Current,6040.0
SHEARING MACHINE,258,1006566,25599,ACTIVE,0.00,
SHELF,44,1006458,,ACTIVE,Current,8000.0
SHELF WITH GLASS,70,1003606,,ACTIVE,Current,8000.0
SHORTRIDGE INSTRUMENT(ELECTRONIC MICRO MA,92,1000412,M10247,,ACTIVE,0.0
SHOWER,93,1000557,,,ACTIVE,0.0
SHREDDER MACHINE IDEAL 4107-OM02504-OM0250,94,1003653,,ACTIVE,Current,55104.5
SHREDDER-OM02504-OM02509,95,1001768,HSM1252,ACTIVE,Current,55104.5
SICK BED,4,1008605,,ACTIVE,Current,10000.0
SICK WHEEL CHAIR,241,1008606,,ACTIVE,Acquired,9000.0
SIDE LOCKER,151,1006083,,ACTIVE,Current,15000.0
SIDE LOCKER-ESTIMATE,152,1006084,,ACTIVE,Current,4000.0
SIEMENS TELEPHONE,22,1007524,000183218DCA,ACTIVE,Acquired,6000.0
SINGLE CHANNEL PIPPETE-PRICE ESTIMATE,65,1006711,,ACTIVE,Current,5000.0
SMALL BENCH,158,1003014,,ACTIVE,Current,8000.0
SMALL COMPUTER TABLE,244,1003170,,ACTIVE,Current,15000.0
SMALL METALLIC CABINET-PRICE ESTIMATE,69,1005342,,ACTIVE,Current,4000.0
SMALL METALLIC SHELF,6,1005334,,ACTIVE,Current,15000.0
SMALL OFFICE TABLE,245,1003635,,ACTIVE,Current,12000.0
SMALL SHELF(1220X240),71,1003517,,ACTIVE,Current,8000.0
SMALL TABLE,246,1006256,,ACTIVE,Current,12000.0
SMALL WOODEN CABINET,73,1005244,,ACTIVE,Current,15000.0
SMALL WOODEN SHELF,7,1005332,,ACTIVE,Current,8000.0
SMART APC UPS,33,1007882,JS0745014240,ACTIVE,Current,5000.0
SMART ONLINE TRIPLE LITE UPS MODEL: BP240V10RT3,15,1008472,,ACTIVE,Current,57000.0
SMART UPS 1000(APC PHILLIPINES),164,1002899,US1209101642,ACTIVE,0.00,
SMART UPS 2200 MODEL: APC-EST AMAZON,16,1008471,994BYOBP760700020,ACTIVE,Current,57000.0
SMS PRINTER,24,1008253,TJ0320,ACTIVE,,
SMS PRINTER MODEM,25,1008254,TJ0376,ACTIVE,,
SOFASET,160,1002182,,,ACTIVE,0.0
SOFASET (5 PIECES),35,1008154,,ACTIVE,Current,20000.0
SOLAR POWER CALCULATOR MODEL305-2,96,1000119,,ACTIVE,Current,3000.0
SONICATOR MODEL:UT-105 MFG: SHARP,71,1006687,EU 95015,ACTIVE,Current,41396.55
SONY MOUSE,51,1008423,,ACTIVE,Current,200.0
SONY PROJECTOR VPL-EX100,43,1006863,5180365,ACTIVE,Current,35000.0
SONY PROJECTOR-OM02428,35,1003671,7043348328S,ACTIVE,Current,66528.0
"SONY TV 21""",97,1000228,,ACTIVE,Current,5000.0
SPA2 (COMPLETE SET) BD FACS SAMPLE PREP ASSIST,98,1002110,,,ACTIVE,0.0
SPACE HEATER - EXP 020-OM01676,99,1000828,,ACTIVE,Current,1317.0
SPIRAL BINDER(TEXET),24,1003124,,ACTIVE,Current,7000.0
STAFF CLINIC,22,1006800,,ACTIVE,Current,14654292.0
STAND,162,1002204,,ACTIVE,Current,1500.0
STAND BP MACHINE,175,1000554,,ACTIVE,Current,1500.0
STAND-BY GENERATOR CATEPILLAR MODEL: 550F,44,1007393,4B202233,ACTIVE,Current,50000.0
STAND-BY GENERATOR CATEPILLAR MODEL:550,45,1007395,CYY00318,ACTIVE,Current,50000.0
STANDARD HEATBLOCK MODEL 949040,176,1002638,,ACTIVE,Current,1500.0
STANDBY CABINET,177,1006310,,ACTIVE,Current,1500.0
STANDBY GENERATOR OLYMPIAN MODEL: GEP50-7,15,1008355,244686459100067,ACTIVE,Current,50000.0
STANDING MICROSCOPE,83,1006269,TTJ0159,ACTIVE,Current,1500.0
STEAM STERILIZER,62,1001262,,ACTIVE,Current,280000.0
STEAM STERILIZER AUTOCLAVE-OM01926,63,1002430,39112142,ACTIVE,Current,902880.0
STEAM STERILIZER KD-2E,64,1001261,,ACTIVE,Current,280000.0
STEAM STERILIZER MODEL SP-203,65,1001264,,ACTIVE,Current,280000.0
STEEL STORE SHELF,72,1006088,,ACTIVE,Current,25000.0
STEEL WARDROBE-PRICE ESTIMATE,179,1000823,,ACTIVE,Current,30000.0
STEP UP & STEP DOWN TRANFORMER ST-300(GOLD S,100,1002851,GS201303TN008919,,ACTIVE,0.0
STEPDOWN TRANSFORMER CD240-02(TOYOZUMI DE,266,1002835,42000050CD240-02,ACTIVE,0.00,
STEREO MICROSCOPE MF:NIKON MODEL: C-DSS230,9,1008542,3013426,ACTIVE,Current,482993.28
STERILIZER MODEL SUKURA ASV-3001,66,1003187,4302619,ACTIVE,Current,280000.0
STERILIZERS-OM01902,67,1000538,,ACTIVE,Current,1776.0
STIR+HEAT USA HS-10,20,1005010,919305,,ACTIVE,0.0
STOOL,36,1008595,,ACTIVE,Current,1500.0
STORE-KNH,10,1006829,,ACTIVE,Current,3631152.0
STUDENT CHAIR(WITH ARM),385,1004827,,ACTIVE,Acquired,9000.0
STUDY TABLE,20,1008110,,ACTIVE,Current,12000.0
SUCTION MACHINE 3041-OM02102,269,1001458,,ACTIVE,Current,30195.0
SUNCTION MACHINE-OM01262,61,1000896,05359999,ACTIVE,Current,62507.0
SUPER FREEZER MODEL LEL,144,1002619,1B000213,ACTIVE,Current,180000.0
SUPER MIXER-OM02449,272,1000147,,ACTIVE,Current,77616.0
SUPER REINFORCED NOTICE BOARD,297,1000479,,,ACTIVE,0.0
SWITCHBOARD,103,1004152,A00051392874,ACTIVE,0.00,
SYNGENE VACUTEC,273,1002379,SYIGNR/1348,ACTIVE,0.00,
SYSMEX(JAPA) MODEL KX-21N,21,1004999,A-7465,,ACTIVE,0.0
TABLE,26,1008103,,ACTIVE,Current,12000.0
TABLE CHAIR,389,1001358,,ACTIVE,Current,12000.0
TABLE FOR PROJECTOR,205,1004820,,ACTIVE,Current,3000.0
TABLE TOP CENTRIFUGE H-28F(KOKUSAN CORP),393,1002930,129139,ACTIVE,Current,191600.64
TABLETOP CENTRIFUGE,59,1008580,1601032,ACTIVE,Current,12000.0
TANK SRC:JAPAN,22,1005019,,,ACTIVE,0.0
TB SECTION BOILER HOUSE(KNH),11,1006809,,ACTIVE,Current,2107365.0
TB SECTION CONTAINER(KNH),12,1006812,,ACTIVE,Current,376083.6
TB SECTION GENERAL THERAPY(KNH),13,1006813,,ACTIVE,Current,279901.3
TB SECTION OFFICE BLOCK,14,1006827,,ACTIVE,Current,18544812.0
TB SECTION OFFICE BLOCK 2,15,1006828,,ACTIVE,Current,15475624.0
TE-HER CO2 INCUBATOR CPE-1601,274,1002827,W-8207,ACTIVE,0.00,
TEACHING DESK,32,1002791,,ACTIVE,Current,8000.0
TEACHING MICROSCOPE MONITOR TM-H1950C(VIC,84,1002923,16901451,ACTIVE,Current,102219.0
TEACHING MICROSCOPE OLYMPUS,87,1006270,TT0119,ACTIVE,Current,16492.96
